Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Philistine,43.64480158621266,-79.41603015668876,Boutique
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Fonda Lola,43.64463289430475,-79.41654631713303,Mexican Restaurant
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Live Market,43.64004354699461,-79.42143328519197,Vegetarian / Vegan Restaurant
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Levetto,43.64142501412593,-79.42218023701327,Italian Restaurant
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Twist Gallery & Cafe,43.64358244475318,-79.42289120623991,Art Gallery
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Kitchen Stuff Plus,43.639845823887526,-79.41921001377213,Furniture / Home Store
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,RaviSoups,43.64316390336799,-79.42379619777216,Soup Place
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Aēsop,43.6452028,-79.4145466,Cosmetics Shop
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Tanto,43.645702812364746,-79.41969394683838,Argentinian Restaurant
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,The Good Son,43.64344851719381,-79.4226777074418,Restaurant
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Pilot Coffee Roasters,43.646609556865684,-79.41960592835666,Coffee Shop
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Hello 123,43.64326365057558,-79.42351572944511,Vegetarian / Vegan Restaurant
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Nam Sandwich Shop,43.64513143431947,-79.41433440936565,Vietnamese Restaurant
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Stüssy Toronto,43.64424571410342,-79.41877058812169,Boutique
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,GoodLife Fitness Toronto King Liberty,43.64006,-79.419812,Gym
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,The Lucky Penny,43.64701953746149,-79.41700293213309,Deli / Bodega
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Peace Collective,43.64710896042073,-79.41986423045904,Boutique
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,EQ3 Toronto - Hanna,43.63963869415071,-79.41925076510763,Furniture / Home Store
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Feel Good Guru,43.645487751459136,-79.41257505381499,Vegetarian / Vegan Restaurant
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,The Great Hall,43.64340577915009,-79.42215606502583,Event Space
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,gravitypope,43.64409254145015,-79.41920585764858,Clothing Store
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Laya Spa & Yoga,43.644474,-79.418234,Yoga Studio
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Lipstick & Dynamite,43.64430367834298,-79.41838318219969,Bar
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Bacchanal,43.641556,-79.421802,French Restaurant
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Tim Hortons,43.6413866,-79.4159784,Coffee Shop
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Agora,43.645427,-79.412312,Greek Restaurant
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Fat Bastard Burrito Co.,43.639857187356235,-79.42110946548404,Burrito Place
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Starbucks,43.641362,-79.414053,Coffee Shop
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Barcelona Tavern,43.639744,-79.42021,Tapas Restaurant
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Tim Hortons,43.6438906,-79.4193518,Coffee Shop
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Starbucks,43.639887,-79.417791,Coffee Shop
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,RBC Royal Bank,43.63960201784952,-79.41961444676463,Bank
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,69 Vintage,43.64344100917543,-79.42292737654721,Clothing Store
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Harvey's,43.6399352398641,-79.41891470051655,Restaurant
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,TD Canada Trust,43.6437925,-79.4195089,Bank
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Wine Rack,43.64410313559095,-79.41939409420651,Wine Shop
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,TD Canada Trust,43.63968844739851,-79.41883397594944,Bank
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Starbucks,43.64429,-79.41906,Coffee Shop
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Starbucks,43.64006,-79.419812,Coffee Shop
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Panago,43.639083412144394,-79.41753429523763,Pizza Place
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Metro,43.6398010846417,-79.41754683852196,Supermarket
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Fat Bastard Burrito Co.,43.64328563363221,-79.42324260307576,Burrito Place
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,LCBO,43.63979573077377,-79.4197653329394,Liquor Store
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,The Dog and Bear,43.643446677800334,-79.42277176854179,Gastropub
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Tim Hortons,43.6421518231186,-79.412652477622,Coffee Shop
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Capsule Music,43.64542,-79.41268,Music Store
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Baby Hueys,43.646734,-79.419764,Bar
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Nearly Naked,43.644859,-79.415815,Lingerie Store
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Subway,43.641063105932865,-79.41585916327273,Sandwich Place
"Brockton, Parkdale Village, Exhibition Place",43.6435768,-79.41763909999999,Gym,43.641054,-79.416231,Gym
"Golden Mile, Clairlea, Oakridge",43.711111700000004,-79.2845772,Dairy Queen,43.71037770465013,-79.29070115089417,Ice Cream Shop
"Golden Mile, Clairlea, Oakridge",43.711111700000004,-79.2845772,Warden Ave & St. Clair Ave E,43.71205669347002,-79.28100496530533,Intersection
"Golden Mile, Clairlea, Oakridge",43.711111700000004,-79.2845772,Warden Subway Station,43.71122905571982,-79.27960224480387,Metro Station
"Golden Mile, Clairlea, Oakridge",43.711111700000004,-79.2845772,TTC Bus 102 Markham Road,43.711381420906115,-79.27958752636661,Bus Line
"Golden Mile, Clairlea, Oakridge",43.711111700000004,-79.2845772,Bakery On The Go,43.711270905205765,-79.27950587661704,Bakery
"Golden Mile, Clairlea, Oakridge",43.711111700000004,-79.2845772,Cafe on the go,43.71115104374148,-79.27946923512921,Bakery
"Golden Mile, Clairlea, Oakridge",43.711111700000004,-79.2845772,Warden Woods Park,43.71052711027375,-79.27896551895955,Park
"Golden Mile, Clairlea, Oakridge",43.711111700000004,-79.2845772,Clairlea Futbol Centre,43.71523429184505,-79.28650639185544,Soccer Field
"York Mills, Silver Hills",43.7574902,-79.37471409999998,Mind Over Matter Karate School,43.756100734275805,-79.37129616737366,Martial Arts School
Downsview,43.7390146,-79.5069436,TD Canada Trust,43.7402356,-79.5125502,Bank
Downsview,43.7390146,-79.5069436,Giltspur Park,43.73572426577187,-79.50782060623169,Park
Downsview,43.7390146,-79.5069436,Win Farm Supermarket,43.739193173128825,-79.51205313205719,Grocery Store
Downsview,43.7390146,-79.5069436,Price Chopper,43.73990841084056,-79.51226143309357,Grocery Store
Downsview,43.7390146,-79.5069436,jane sheppard mall,43.740104399774324,-79.51255243633483,Shopping Mall
Downsview,43.7390146,-79.5069436,Gecko Hospitality,43.74266963059613,-79.50395822525024,Hotel
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,System Fitness,43.667171452103204,-79.31273345707406,Gym
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,The Burger's Priest,43.666730640369295,-79.31555614915459,Fast Food Restaurant
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,British Style Fish & Chips,43.66872336908457,-79.31713935234417,Fish & Chips Shop
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,Brett's Ice Cream,43.667222,-79.312831,Ice Cream Shop
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,Casa di Giorgio,43.66664527559903,-79.31520351125722,Italian Restaurant
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,Woodbine Park,43.66486036311473,-79.31510925292969,Park
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,Godspeed Brewery,43.67262030152577,-79.31922849103603,Brewery
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,O Sushi,43.66668372330836,-79.3166142781831,Sushi Restaurant
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,LCBO,43.66673150624233,-79.31496605090986,Liquor Store
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,Murphy's Law,43.66731906186093,-79.31265587607287,Pub
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,Burrito Bandidos,43.66644546137557,-79.31644740429473,Burrito Place
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,Pet Valu,43.66697917950893,-79.31466465565389,Pet Store
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,The Tulip Steakhouse,43.66634820248808,-79.31685400996346,Steakhouse
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,Alliance Cinemas - The Beach,43.666746976047506,-79.31468500467349,Movie Theater
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,Harvey's,43.666528010542514,-79.3151266656414,Restaurant
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,Subway,43.66605207373166,-79.3169328912536,Sandwich Place
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,Orchard Park,43.668858311782124,-79.31416022446447,Park
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,Shop Task - Inline Skate Shop,43.66652898514072,-79.31618481874466,Board Shop
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,Pizzaiolo,43.66895319839045,-79.31168339331794,Pizza Place
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,Country Style,43.667662,-79.312006,Coffee Shop
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,Measurement Park,43.666916002070764,-79.31263053498228,Park
"India Bazaar, The Beaches West",43.6689985,-79.31557159999998,Supperworks,43.66773719965272,-79.310451509513,Food & Drink Shop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Canoe,43.647452066183476,-79.38132001815676,Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Maman,43.64830873804684,-79.38225333898805,Café
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Dineen Coffee,43.650497,-79.378765,Café
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Bymark,43.647217284018005,-79.38125188166379,Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,King Taps,43.648475974183,-79.38205778358744,Gastropub
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Café Plenty,43.6491179354577,-79.37831288380438,Café
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Ki Modern Japanese + Bar,43.647223,-79.3793738,Japanese Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,The Fairmont Royal York,43.64544914616651,-79.3815076529019,Hotel
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,GoodLife Fitness Toronto 137 Yonge Street,43.651242,-79.378068,Gym
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,One King West Hotel & Residence,43.6491395,-79.3778763,Hotel
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957466,-79.37759759701125,Hotel
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Berczy Park,43.64804835388851,-79.3751722909452,Park
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,The Keg Steakhouse + Bar - York Street,43.64998659318569,-79.38410336664538,Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Toronto Athletic Club,43.647359553534905,-79.3811766566002,Gym
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,John & Sons Oyster House,43.65060229830571,-79.38155510682869,Seafood Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Jump,43.64814738516352,-79.37875242540652,American Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Fresh On Front,43.64781466405137,-79.3744527618627,Vegetarian / Vegan Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Starbucks,43.649328,-79.378339,Coffee Shop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Sud Forno,43.65093965733832,-79.37904545824371,Bakery
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Starbucks,43.647192603955325,-79.38095685671752,Coffee Shop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,The Omni King Edward Hotel,43.64919051601911,-79.37600612640387,Hotel
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,The Keg Steakhouse + Bar - Esplanade,43.64671207408793,-79.37476761639118,Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Toronto PATH System,43.64990340698978,-79.3830527039004,General Travel
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Five Guys,43.6487987190222,-79.3816807899204,Burger Joint
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Sweet Lulu,43.65055650489936,-79.38117543224395,Asian Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Terroni,43.650927,-79.375602,Italian Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Buster's Sea Cove,43.64777410584289,-79.37918080262172,Seafood Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,The Reservoir Lounge,43.64851659851552,-79.37455623391588,Jazz Club
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Spirit of Hockey,43.64704692224217,-79.37753727586353,Sporting Goods Shop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Starbucks,43.646731,-79.383951,Coffee Shop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Bikram Yoga Centre,43.64921400338286,-79.37522894013361,Yoga Studio
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Starbucks,43.647261,-79.378599,Coffee Shop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,The National Club,43.64934259283233,-79.3805735731846,Wine Bar
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Earls Kitchen & Bar,43.647945662980305,-79.3837058277153,Bar
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Brookfield Place,43.646790641203026,-79.37876938530562,Shopping Mall
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Tim Hortons,43.646255967524645,-79.37957346439356,Coffee Shop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,The Poké Box,43.65046931503178,-79.37631703952829,Poke Place
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,GoodLife Fitness Toronto Street Women's Only,43.6504,-79.3767,Gym
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Carisma,43.64961671774303,-79.3754337751762,Italian Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,DAVIDsTEA,43.650546552943766,-79.38338493349875,Tea Room
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Tim Hortons,43.6468622,-79.3825442,Coffee Shop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,The Danish Pastry House,43.64526188121351,-79.38084966956498,Bakery
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Leña,43.651722,-79.379205,Latin American Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,McEwan Foods,43.64716011126396,-79.38104402548048,Deli / Bodega
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,iQ Food Co,43.64748168603231,-79.37910417362639,Fast Food Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Starbucks,43.650159,-79.377793,Coffee Shop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Tachi,43.65059603893127,-79.38339613055128,Sushi Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Bardi's Steak House,43.64622,-79.383074,Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Bulldog On The Block,43.65065218852629,-79.38414092873634,Coffee Shop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Victoria's Restaurant,43.64929834396347,-79.37643067251867,Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,John Allans,43.651446635211904,-79.38135389611388,Salon / Barbershop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,First Canadian Place,43.64848212292913,-79.38244342803955,Building
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Portico,43.651855687900124,-79.37805540906518,Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Cambridge Suites Toronto,43.65183649475983,-79.37810738045548,Hotel
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Versus Coffee,43.65121343781903,-79.37523564828548,Coffee Shop
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,NAMI,43.650853361785124,-79.37588746641697,Japanese Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Over Easy,43.64807704204346,-79.37759871575396,Breakfast Spot
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,McCafé,43.644490691919735,-79.38110912246584,Café
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,Mercatto,43.6502431921682,-79.38081989149896,Italian Restaurant
"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000001,PLANTA Burger Financial District,43.65093442906692,-79.37929871929829,Vegetarian / Vegan Restaurant
"North Park, Maple Leaf Park, Upwood Park",43.713756200000006,-79.49007379999998,Rustic Bakery,43.715413998974796,-79.49030028640821,Bakery
"North Park, Maple Leaf Park, Upwood Park",43.713756200000006,-79.49007379999998,Sporty,43.71650314331055,-79.48983764648438,Basketball Court
"North Park, Maple Leaf Park, Upwood Park",43.713756200000006,-79.49007379999998,Maple leaf park,43.716187513283,-79.4935309549699,Park
"North Park, Maple Leaf Park, Upwood Park",43.713756200000006,-79.49007379999998,Mika's Trim,43.714068,-79.496113,Construction & Landscaping
Humber Summit,43.7563033,-79.56596329999998,Pizza Monza,43.7550425265422,-79.56719521010014,Pizza Place
Humber Summit,43.7563033,-79.56596329999998,Faab Fitness,43.758155822753906,-79.57044219970703,Gym
"Cliffside, Cliffcrest, Scarborough Village West",43.716316,-79.23947609999998,Have A Nap Motel,43.718256,-79.240135,Motel
"Cliffside, Cliffcrest, Scarborough Village West",43.716316,-79.23947609999998,Vincent's Spot,43.71700152544261,-79.24235338465942,American Restaurant
"Willowdale, Newtonbrook",43.789053,-79.40849279999998,Wedgewood park,43.79063500742555,-79.40549427164096,Park
Downsview,43.7284964,-79.49569740000001,Roding Park,43.728655041194294,-79.49291760986993,Baseball Field
Downsview,43.7284964,-79.49569740000001,Toronto Painters by MPS,43.72936731067151,-79.49900150299072,Home Service
Downsview,43.7284964,-79.49569740000001,Sean's Twisted,43.72443632963932,-79.49385166168213,Korean Restaurant
Downsview,43.7284964,-79.49569740000001,Yummy Dogs,43.72651174068901,-79.50127950136176,Food Truck
Studio District,43.6595255,-79.34092299999998,Ed's Real Scoop,43.660655832455014,-79.3420187548006,Ice Cream Shop
Studio District,43.6595255,-79.34092299999998,Queen Books,43.6606506251737,-79.34226723956905,Bookstore
Studio District,43.6595255,-79.34092299999998,Te Aro,43.66137281675049,-79.33857736283377,Coffee Shop
Studio District,43.6595255,-79.34092299999998,The Bone House,43.66089376125636,-79.3410974737743,Pet Store
Studio District,43.6595255,-79.34092299999998,Mercury Espresso Bar,43.66080615235188,-79.34124064841119,Coffee Shop
Studio District,43.6595255,-79.34092299999998,Hooked,43.66040731524296,-79.34325721641623,Fish Market
Studio District,43.6595255,-79.34092299999998,Brick Street Breads,43.66068453213004,-79.3425013474948,Bakery
Studio District,43.6595255,-79.34092299999998,Baldini,43.661299966369135,-79.33902686943661,Italian Restaurant
Studio District,43.6595255,-79.34092299999998,WAYLABAR,43.661234129782564,-79.33959722763221,Gay Bar
Studio District,43.6595255,-79.34092299999998,Leslieville,43.66207024392778,-79.33785619823739,Neighborhood
Studio District,43.6595255,-79.34092299999998,Reliable Halibut and Chips,43.660874,-79.340938,Seafood Restaurant
Studio District,43.6595255,-79.34092299999998,eastside social,43.661288901982886,-79.33915476536174,Comfort Food Restaurant
Studio District,43.6595255,-79.34092299999998,Purple Penguin Cafe,43.660501150739734,-79.34256490845178,Café
Studio District,43.6595255,-79.34092299999998,Tabule,43.65973096534363,-79.3463408134466,Middle Eastern Restaurant
Studio District,43.6595255,-79.34092299999998,braised,43.660451867292366,-79.34334606916272,American Restaurant
Studio District,43.6595255,-79.34092299999998,Boxcar Social,43.659722741351565,-79.34687077721378,Café
Studio District,43.6595255,-79.34092299999998,Leslieville Cheese Market,43.66054639296253,-79.3423024562941,Cheese Shop
Studio District,43.6595255,-79.34092299999998,Wonder Pens,43.662809067344405,-79.34145159601191,Stationery Store
